index,sentence,sentence_clean,flesch,syllables,words,ave_syllables
6947,protest held in support of woman handcuffed while selling churros inside brooklyn subway station,protest held support woman handcuffed selling churros inside brooklyn subway station,-61.17,42,14,3.0
7031,top new orleans news march in slave rebellion reenactment city boosts opioid fight more,top new orleans news march slave rebellion reenactment city boosts opioid fight more,-61.17,42,14,3.0
7035,just in new restaurant at cross pointe will introduce new cuisine to dayton area,new restaurant cross pointe introduce new cuisine to dayton area,-61.17,42,14,3.0
7194, officers injured suspects arrested after police chase ends in fiery crash in pacoima,officers injured suspects arrested police chase ends fiery crash pacoima,-61.17,42,14,3.0
7326,christian pulisic and michael bradley ruled out of usmnt must win rematch against canada,christian pulisic michael bradley ruled out usmnt must win rematch canada,-61.17,42,14,3.0
7495,top charlotte news dead injured in home shooting girls hope to feed families more,top charlotte news dead injured home shooting girls hope feed families more,-61.17,42,14,3.0
7506,madison taylor huff named division ii player of the year earn all ohio honors,madison taylor huff named division ii player year earn ohio honors,-61.17,42,14,3.0
7625,mother of missing year old taylor williams now person of interest in child disappearance,mother missing year old taylor williams person interest child disappearance,-61.17,42,14,3.0
7974,deion sanders hasn talked to florida state about job he a rumored candidate for,deion sanders talked florida state job rumored candidate,-61.17,42,14,3.0
8006,dog reunited with owner after running loose on houston highway overpass after car wreck,dog reunited owner after running loose houston highway overpass car wreck,-61.17,42,14,3.0
8180, children injured in chemical attack at chinese kindergarten after man sprays caustic soda,children injured chemical attack chinese kindergarten man sprays caustic soda,-61.17,42,14,3.0
8529,jess lost pounds without counting calories and did this inspiring thing before every meal,jess lost pounds without counting calories inspiring thing before every meal,-61.17,42,14,3.0
8778,inside the arizona cardinals fan base during week loss to the tampa bay buccaneers,inside arizona cardinals fan base week loss tampa bay buccaneers,-61.17,42,14,3.0
8832,community questions if off duty officer who shot killed vallejo man got special treatment,community questions duty officer shot killed vallejo man got special treatment,-61.17,42,14,3.0
8933,pastor evan mawarire says life after mugabe is more brutal than ever in zimbabwe,pastor evan mawarire says life after mugabe brutal ever zimbabwe,-61.17,42,14,3.0
9062,joe giudice says it was painful watching real housewives of new jersey from prison,joe giudice says it painful watching real housewives new jersey prison,-61.17,42,14,3.0
9154,escape lanes installed in seminole county to help driver avoid crashes at train tracks,escape lanes installed seminole county help driver avoid crashes train tracks,-61.17,42,14,3.0
9742,eagles matchup against patriots benchmark game for team looking to make second half run,eagles matchup patriots benchmark game team looking make second half run,-61.17,42,14,3.0
10126,how james wiseman ncaa lawsuit features shades of the derrick rose case at memphis,james wiseman ncaa lawsuit features shades derrick rose case memphis,-61.17,42,14,3.0
10198,palm beach family adopts miracle the dog found under debris month after hurricane dorian,palm beach family adopts miracle dog found debris month hurricane dorian,-61.17,42,14,3.0
10521,local veteran continues his lifetime of service by fishing giving away what he catches,local veteran continues his lifetime service fishing giving away catches,-61.17,42,14,3.0
10838,teams find human remains in alabama during search for missing year old jacksonville girl,teams find human remains alabama search missing year old jacksonville girl,-61.17,42,14,3.0
10902,museum in maine offering for piece of meteor that flew over st louis area,museum in maine offering piece meteor flew st louis area,-61.17,42,14,3.0
11114,selena gomez opens up about being body shamed for gaining weight amidst lupus battle,selena gomez opens about being body shamed gaining weight amidst lupus battle,-61.17,42,14,3.0
11336,chinese tech will face tough us restrictions regardless of any trade deal economist says,chinese tech face tough us restrictions regardless trade deal economist says,-61.17,42,14,3.0
11366, chromatic homes is the louisville adult coloring book you didn know you needed,chromatic homes louisville adult coloring book know needed,-61.17,42,14,3.0
11419,the foolproof ways health experts avoid getting sick or gaining weight during the holidays,foolproof ways health experts avoid getting sick gaining weight holidays,-61.17,42,14,3.0
11610,where is chicago affordable housing new city tool details data from the last decade,chicago affordable housing new city tool details data last decade,-61.17,42,14,3.0
12360,john yoo mistake for house to not make impeachment inquiry as fair as possible,john yoo mistake for house make impeachment inquiry fair possible,-61.17,42,14,3.0
12361,seaside reactions russ pete and jason myers the instant reaction to an instant classic,seaside reactions russ pete jason myers instant reaction instant classic,-61.17,42,14,3.0
12386,how much snow will northeast ohio get tonight a video with national weather service,much snow northeast ohio get tonight video national weather service,-61.17,42,14,3.0
13041,local air force officer welcomed home in surprise ceremony at blue valley west high,local air force officer welcomed home surprise ceremony blue valley west high,-61.17,42,14,3.0
13200, simple ways this year old serial entrepreneur bootstrapped his own businesses to success,simple ways year old serial entrepreneur bootstrapped his businesses success,-61.17,42,14,3.0
13368,kenwood academy high school loses heat during chicago record cold tuesday but classes held,kenwood academy high school loses heat chicago record cold tuesday classes held,-61.17,42,14,3.0
13778,widow claims carnival cruise line hired unlicensed doctor and now her husband is dead,widow claims carnival cruise line hired unlicensed doctor husband dead,-61.17,42,14,3.0
14042,semi crash injures one scatters mail and closes traffic overnight on eastbound in avon,semi crash injures one scatters mail closes traffic overnight on eastbound in avon,-61.17,42,14,3.0
14631, thoughts as nico carvacho leads colorado state basketball second half surge past omaha,thoughts nico carvacho leads colorado state basketball second half surge past omaha,-61.17,42,14,3.0
14773,palatine schaumburg high school district to rule on locker room access for transgender students,palatine schaumburg high school district to rule locker room access transgender students,-61.17,42,14,3.0
15021,protest held in support of woman handcuffed while selling churros inside brooklyn subway station,protest held support woman handcuffed selling churros inside brooklyn subway station,-61.17,42,14,3.0
15026,nfl players association demaurice smith expects colin kaepernick to be signed by nfl team,nfl players association demaurice smith expects colin kaepernick signed nfl team,-61.17,42,14,3.0
15131,as chicago area temperatures creep up snow could fall in northern suburbs wednesday night,as chicago area temperatures creep snow could fall northern suburbs wednesday night,-61.17,42,14,3.0
15338, ms pierce made it netflix star noah centineo salutes his boca elementary teacher,ms pierce made netflix star noah centineo salutes boca elementary teacher,-61.17,42,14,3.0
15628,corey johnson speaks out on nycha heat outages subway policing and making streets safer,corey johnson speaks on nycha heat outages subway policing making streets safer,-61.17,42,14,3.0
16214,why eric paschall was uniquely equipped to become the face of the warriors rebuild,eric paschall uniquely equipped become face warriors rebuild,-61.17,42,14,3.0
16236,county customers to pay more as waste management proposes new trash contract with increase,county customers pay waste management proposes new trash contract increase,-61.17,42,14,3.0
16718,see princess sofia of sweden unexpected green leopard print dress complete with tiara ,see princess sofia sweden unexpected green leopard print dress complete tiara,-61.17,42,14,3.0
16859,uc regents move toward limiting contracting out for services unions say it not enough,uc regents move toward limiting contracting services unions say not enough,-61.17,42,14,3.0
17009,santa clarita shooting what we know about the saugus high school suspected gunman victims,santa clarita shooting know about saugus high school suspected gunman victims,-61.17,42,14,3.0
17653,minkah fitzpatrick impact on steelers defense proves trade with dolphins was absolutely worth it,minkah fitzpatrick impact steelers defense proves trade dolphins absolutely worth,-61.17,42,14,3.0
18422,here are the movies that could and should earn oscar nominations for best picture,here the movies could earn oscar nominations best picture,-61.17,42,14,3.0
18508,new york city launches new homeless outreach program advocates call it mass surveillance ,new york city launches new homeless outreach program advocates call mass surveillance,-61.17,42,14,3.0
18903,patrick dempsey is grateful to offer free cancer care after his mother devastating battle,patrick dempsey grateful offer free cancer care mother devastating battle,-61.17,42,14,3.0
19043,u query on syria hospital bombings may be undermined by russia pressure limited scope,u query syria hospital bombings may undermined russia pressure limited scope,-61.17,42,14,3.0
19351,brodie van wagenen addresses carlos beltran being possible target of mlb sign stealing probe,brodie van wagenen addresses carlos beltran possible target mlb sign stealing probe,-61.17,42,14,3.0
19377,from cat names to fruit here are bizarre things celebrities have tried to trademark,cat names fruit bizarre things celebrities tried trademark,-61.17,42,14,3.0
19465,jennifer nettles claps back at male dominated country radio with statement outfit at cmas,jennifer nettles claps back male dominated country radio statement outfit cmas,-61.17,42,14,3.0
20101,jason garrett notes dak prescott is reading defenses better and is making great decisions,jason garrett notes dak prescott reading defenses better and making great decisions,-61.17,42,14,3.0
20249,michigan football vs michigan state everything you need to know about the rivalry game,michigan football vs michigan state everything need know rivalry game,-61.17,42,14,3.0
20366,broncos podcast previewing the week showdown between denver and minnesota at s bank stadium,broncos podcast previewing week showdown denver minnesota bank stadium,-61.17,42,14,3.0
20682,browns winners and losers unlikely hero unlikely villain and rare air for baker mayfield,browns winners losers unlikely hero unlikely villain rare air baker mayfield,-61.17,42,14,3.0
20804,lakers avery bradley sidelined by hairline fracture in right leg davis expected to return,lakers avery bradley sidelined hairline fracture right leg davis expected return,-61.17,42,14,3.0
20825,ankeny school board delays vote to set boundary map for new school heritage elementary,ankeny school board delays vote set boundary map new school heritage elementary,-61.17,42,14,3.0
21149,metro triathlete shocked by two sudden heart problems encourages others to get checked out,metro triathlete shocked two sudden heart problems encourages others get checked,-61.17,42,14,3.0
21228,milwaukee vs chicago bucks rip through bulls defense for punishing paint point fueled win,milwaukee vs chicago bucks rip bulls defense punishing paint point fueled win,-61.17,42,14,3.0
21344,eagles patriots week predictions do birds have chance against defending super bowl champs ,eagles patriots week predictions birds chance defending super bowl champs,-61.17,42,14,3.0
21502, year old belton girl recovering from serious injuries after driver slams through home,year old belton girl recovering from serious injuries driver slams home,-61.17,42,14,3.0
21567,jags add ronnie harrison seth devalve to injury report but still have full participation,jags add ronnie harrison seth devalve injury report still full participation,-61.17,42,14,3.0
21690,locked on suns friday suns again blow out inferior opponent dominate hawks at home,locked suns friday suns blow out inferior opponent dominate hawks home,-61.17,42,14,3.0
21987,venice is underwater and preview of what climate change will bring to coastal cities,venice underwater preview climate change will bring coastal cities,-61.17,42,14,3.0
22095,alleged bay area con artist arrested in nyc wanted in million marin embezzlement case,alleged bay area con artist arrested in nyc wanted million marin embezzlement case,-61.17,42,14,3.0
22406,woman charged in brown county child abuse case may have lied on guardianship paperwork,woman charged brown county child abuse case may lied guardianship paperwork,-61.17,42,14,3.0
22562,astronauts experienced reverse blood flow and blood clots on the space station study says,astronauts experienced reverse blood flow blood clots space station study says,-61.17,42,14,3.0
22624,saugus high shooter turned dressed in black grabbed weapon and opened fire on classmates,saugus high shooter turned dressed black grabbed weapon opened fire on classmates,-61.17,42,14,3.0
6222,lincoln university cole klubek is an air force vet white guy in black world and college football most unusual kicker mike sielski,lincoln university cole klubek air force vet white guy black world college football unusual kicker mike sielski,-61.6,64,22,2.909090909090909
19414,hampton to ramp up traffic enforcement along settlers landing road still exploring option to close mallory street exits at peak travel times,hampton ramp up traffic enforcement along settlers landing road still exploring option close mallory street exits at peak travel times,-61.6,64,22,2.909090909090909
7064,syria assad dismisses war crimes allegations in rare interview claims he is capturing the hearts of the people ,syria assad dismisses war crimes allegations rare interview claims capturing hearts people,-61.8,56,19,2.9473684210526314
9863, people are going to get injured or worse animal rights activists claim responsibility for wis deer stands vandalism,people going get injured or worse animal rights activists claim responsibility wis deer stands vandalism,-61.8,56,19,2.9473684210526314
1336,euclid rides armond scott big night for triumph over massillon jackson in div region quarterfinal,euclid rides armond scott big night triumph massillon jackson div region quarterfinal,-62.19,45,15,3.0
1369,see what your favorite country music stars looked like at the beginning of their careers,see favorite country music stars looked like beginning careers,-62.19,45,15,3.0
1656, masked singer theories favor pacers star victor oladipo but odds point to someone else,masked singer theories favor pacers star victor oladipo odds point someone else,-62.19,45,15,3.0
2443,mayor lori lightfoot tours englewood station tech center with charlie beck new interim top cop,mayor lori lightfoot tours englewood station tech center charlie beck new interim top cop,-62.19,45,15,3.0
2469,orinda shooting following criticism airbnb says it will pay for funerals and counseling of victims,orinda shooting following criticism airbnb says pay funerals counseling victims,-62.19,45,15,3.0
3695,strategists on what to expect from democrats and republicans in next week public impeachment hearings,strategists expect democrats republicans next week public impeachment hearings,-62.19,45,15,3.0
4198,restaurants are dealing with an avalanche of special requests one chef has had enough ,restaurants dealing avalanche of special requests one chef enough,-62.19,45,15,3.0
4778,princess eugenie shares photo of the heartfelt note she wrote in honor of remembrance day,princess eugenie shares photo heartfelt note wrote honor remembrance day,-62.19,45,15,3.0
5346,thanksgiving new survey says americans dislike cranberry sauce even turkey but still eat them anyway,thanksgiving new survey says americans dislike cranberry sauce even turkey still eat anyway,-62.19,45,15,3.0
5838,two ames residents open the door of opportunity to mothers through experiences and the bible,two ames residents open door opportunity mothers experiences bible,-62.19,45,15,3.0
6090,jameela jamil called out new tv show where judges decide if contestants deserve plastic surgery,jameela jamil called new tv show judges decide contestants deserve plastic surgery,-62.19,45,15,3.0
6686,after firing contractor fort worth hopes long awaited golden triangle library will finally be completed,firing contractor fort worth hopes long awaited golden triangle library finally completed,-62.19,45,15,3.0
7139,as calif ag prepares to argue daca case before scotus supporters gather in north hollywood,calif ag prepares argue daca case scotus supporters gather north hollywood,-62.19,45,15,3.0
7903,sports illustrated describes don cherry as hockey night in america commentator in tweet and video,sports illustrated describes don cherry hockey night in america commentator in tweet video,-62.19,45,15,3.0
7972, walking dead actor xander berkeley is also painter his exhibit opened here in chicago,walking dead actor xander berkeley also painter exhibit opened chicago,-62.19,45,15,3.0
8202,top baltimore news um offers master in medical marijuana gop strategist runs for cummings seat,top baltimore news um offers master medical marijuana gop strategist runs cummings seat,-62.19,45,15,3.0
8240,u catholic bishops likely to make history as they elect new president of national conference,u catholic bishops likely make history elect new president of national conference,-62.19,45,15,3.0
8302,local car enthusiasts plan to join funeral procession for missouri teen who lost cancer fight,local car enthusiasts plan join funeral procession missouri teen lost cancer fight,-62.19,45,15,3.0
9246,tony evers office won release his emails even though governor says public should see them,tony evers office release emails even though governor says public see,-62.19,45,15,3.0
9381,several birds found dead on huntington beach test positive for very unexpected type of botulism,several birds found dead huntington beach test positive unexpected type botulism,-62.19,45,15,3.0
9670, they believed xavier women soccer earns its rd ncaa tournament berth amid historic season,believed xavier women soccer earns rd ncaa tournament berth amid historic season,-62.19,45,15,3.0
11779,washington nationals manager davey martinez world series winner but no manager of the year ,washington nationals manager davey martinez world series winner manager year,-62.19,45,15,3.0
12002,mri on left knee of troy daniels comes back negative he questionable tonight in phoenix,mri left knee troy daniels comes back negative questionable tonight phoenix,-62.19,45,15,3.0
12027,pennsylvania mother children found alive after frantic phone call at walmart father in law arrested,pennsylvania mother children found alive after frantic phone call walmart father law arrested,-62.19,45,15,3.0
12049,at least usc student deaths reported during fall semester spark concerns as university breaks silence,at least usc student deaths reported fall semester spark concerns university breaks silence,-62.19,45,15,3.0
12322,hardee thanksgiving in box comes with stuffing coated chicken tenders and sweet potato waffle fries,hardee thanksgiving box comes stuffing coated chicken tenders sweet potato waffle fries,-62.19,45,15,3.0
12672,top baltimore news year old stabbed at inner harbor student shot outside northeast campus more,top baltimore news year old stabbed inner harbor student shot outside northeast campus,-62.19,45,15,3.0
12712,former mortenson construction chairman mauritz mortenson jr passes away after months long fight with cancer,former mortenson construction chairman mauritz mortenson jr passes away months long fight cancer,-62.19,45,15,3.0
12805,pete davidson kaia gerber seen on yet another date fresh details on their new romance,pete davidson kaia gerber seen yet another date fresh details new romance,-62.19,45,15,3.0
12953,two thirds of bernie sanders supporters also would support elizabeth warren if she the nominee,two thirds bernie sanders supporters also would support elizabeth warren nominee,-62.19,45,15,3.0
13792,penn state falls in college football playoff rankings james franklin vents about minnesota and more,penn state falls college football playoff rankings james franklin vents minnesota,-62.19,45,15,3.0
14109,emergency renters relief program offers million in housing aid to low income renters in la,emergency renters relief program offers million housing aid low income renters la,-62.19,45,15,3.0
14401,stunning photos of places around the world that you should visit before they disappear forever,stunning photos places around world visit before disappear forever,-62.19,45,15,3.0
14412, the bachelor peter weber windmill makes big appearance in first official promo exclusive ,bachelor peter weber windmill makes big appearance first official promo exclusive,-62.19,45,15,3.0
14687,akron schools investigating after student with special needs left on van for hours wednesday morning,akron schools investigating student special needs left van hours wednesday morning,-62.19,45,15,3.0
14837,downtown milwaukee brothers bar and grill closes for six months to do major expansion renovations,downtown milwaukee brothers bar grill closes six months to do major expansion renovations,-62.19,45,15,3.0
14985,top oakland news pregnant mother killed outside home city seeks to stop coliseum sale more,top oakland news pregnant mother killed outside home city seeks stop coliseum sale,-62.19,45,15,3.0
15033,read george kent full opening statement at the first public hearing in trump impeachment inquiry,read george kent full opening statement first public hearing trump impeachment inquiry,-62.19,45,15,3.0
15088,sc school shooter jesse osborne to be back in court after revelations at hearing opening,sc school shooter jesse osborne back court revelations hearing opening,-62.19,45,15,3.0
15387,wawa launches maryland expansion with plans for canton store and four more in baltimore county,wawa launches maryland expansion with plans for canton store four baltimore county,-62.19,45,15,3.0
15427,starbucks and aaa travel store slated to join lowe home improvement at yorktown shopping plaza,starbucks and aaa travel store slated join lowe home improvement at yorktown shopping plaza,-62.19,45,15,3.0
15446,with contract extension ahead chiefs owner hopes to keep mahomes for his entire career ,contract extension ahead chiefs owner hopes keep mahomes entire career,-62.19,45,15,3.0
15464,ct trains could be equipped with ultra fast speed internet under governor new transportation plan,ct trains could equipped ultra fast speed internet governor new transportation plan,-62.19,45,15,3.0
15968,seahawks jadeveon clowney named nfc defensive player of the week after classic match against ers,seahawks jadeveon clowney named nfc defensive player week after classic match ers,-62.19,45,15,3.0
15975,gophers football team was toughened up by pulling out close victories early in the season,gophers football team toughened pulling close victories early season,-62.19,45,15,3.0
16204,it national pickle day so here are all the ways to celebrate the momentous occasion,it national pickle day ways celebrate momentous occasion,-62.19,45,15,3.0
16293, it is public health concern minneapolis installs used needle disposal boxes in pilot program,public health concern minneapolis installs used needle disposal boxes pilot program,-62.19,45,15,3.0
16350,mayor lightfoot claims uber offered million to ministers if they bashed her rideshare tax plan,mayor lightfoot claims uber offered million ministers they bashed rideshare tax plan,-62.19,45,15,3.0
16709, anyone can compete athletes go up against everybody else worldwide in crossfit games open,anyone compete athletes go everybody else worldwide crossfit games open,-62.19,45,15,3.0
16866,taylor disputes mulvaney claim that withholding aid for political reasons happens all the time ,taylor disputes mulvaney claim withholding aid political reasons happens time,-62.19,45,15,3.0
16935,opa locka officer suspended after video shows him inside couple apartment with gun in hand,opa locka officer suspended video shows inside couple apartment gun hand,-62.19,45,15,3.0
17389,wife arrested after allegedly forging fake medical letter as excuse for husband to miss court,wife arrested allegedly forging fake medical letter excuse husband miss court,-62.19,45,15,3.0
18487,philly trash truck drivers cost taxpayers millions inside the first trump impeachment hearing morning newsletter,philly trash truck drivers cost taxpayers millions inside first trump impeachment hearing morning newsletter,-62.19,45,15,3.0
18620,michigan state heads to michigan looking to extend success of road teams in heated rivalry,michigan state heads michigan looking to extend success road teams in heated rivalry,-62.19,45,15,3.0
19522,from jay s involvement to goodell actions how kaepernick nfl workout materialized and what next,jay involvement goodell actions kaepernick nfl workout materialized next,-62.19,45,15,3.0
19822,seneca man dies five months after being shot in the head death investigated as homicide,seneca man dies five months shot head death investigated homicide,-62.19,45,15,3.0
20356,chrissy teigen scares john legend shares her favorite response to his sexiest man alive title,chrissy teigen scares john legend shares favorite response sexiest man alive title,-62.19,45,15,3.0
21460,lakers avery bradley suffers hairline fracture to be re evaluated in one to two weeks,lakers avery bradley suffers hairline fracture evaluated one two weeks,-62.19,45,15,3.0
21667,berwick responds to report that cited workplace violations after fire that killed capt joel barnes,berwick responds report cited workplace violations fire killed capt joel barnes,-62.19,45,15,3.0
21668,teen gunman who killed two in shooting rampage at california high school dies in hospital,teen gunman killed two shooting rampage california high school dies hospital,-62.19,45,15,3.0
21875,finney friday free stuff nirvana bars recovery nutrition bars and andalou naturals face masks ,finney friday free stuff nirvana bars recovery nutrition bars and andalou naturals face masks,-62.19,45,15,3.0
22072,tobia says it bizarro world on county commission after his resolutions go down to defeat,tobia says it bizarro world county commission resolutions go defeat,-62.19,45,15,3.0
22590,now through christmas eve north texas police department allows residents to ship packages to station,christmas eve north texas police department allows residents ship packages station,-62.19,45,15,3.0
22058,live at noon orlando sentinel now on tough times for health clinics orlando magic preseason home opener and things to do this weekend,live noon orlando sentinel tough times health clinics orlando magic preseason home opener and things weekend,-62.95,67,23,2.9130434782608696
1840,cold weather caused an eau claire horseradish farm to lose half its crop now there could be nationwide shortage ,cold weather caused eau claire horseradish farm lose half crop could nationwide shortage,-63.03,59,20,2.95
9638, no active training to be civilian again how rd veteran is raising suicide awareness with nearly naked ruck march,active training civilian again rd veteran raising suicide awareness nearly naked ruck march,-63.03,59,20,2.95
10072,will jordan howard jalen mills or someone else be next eagles player to sign extension ranking likeliest of free agents,jordan howard jalen mills someone else next eagles player sign extension ranking likeliest free agents,-63.03,59,20,2.95
22200,in chicago and elsewhere communities rely on immigrant job creators what happens if the supreme court upholds ending daca ,chicago elsewhere communities rely immigrant job creators happens supreme court upholds ending daca,-63.03,59,20,2.95
563,no more toxic plates and forks state employees students could soon be using safer disposable goods,toxic plates forks state employees students could soon using safer disposable goods,-63.2,48,16,3.0
852,khabib nurmagomedov wants apology from nsac before fighting in las vegas eyes new york as alternative,khabib nurmagomedov wants apology nsac before fighting las vegas eyes new york alternative,-63.2,48,16,3.0
3085,cleveland cavaliers kevin porter jr can be star will have amazing career wizards isaiah thomas says,cleveland cavaliers kevin porter jr star amazing career wizards isaiah thomas says,-63.2,48,16,3.0
4199,miami heat player rumored to have suffered medical emergency on thursday flight from phoenix to la,miami heat player rumored suffered medical emergency thursday flight phoenix la,-63.2,48,16,3.0
6770, men to run miles from cape cod to virginia to raise awareness about veteran suicide,men run miles cape cod virginia raise awareness veteran suicide,-63.2,48,16,3.0
6943,mobcraft brewing and hacienda beer win medals at the national festival of wood barrel aged beer,mobcraft brewing hacienda beer win medals national festival wood barrel aged beer,-63.2,48,16,3.0
7377,spies among us ravens coach john harbaugh laughs about video of sideline chat with lamar jackson,spies among us ravens coach john harbaugh laughs video sideline chat lamar jackson,-63.2,48,16,3.0
8717,noah centineo says girlfriend alexis ren is the angel in his life at charlie angels premiere,noah centineo says girlfriend alexis ren angel life charlie angels premiere,-63.2,48,16,3.0
8835,mike groh talks eagles offense with jordan matthews without desean jackson and preparing for the patriots,mike groh talks eagles offense jordan matthews without desean jackson preparing patriots,-63.2,48,16,3.0
9121,eagles brandon brooks agree to year million contract extension making him highest paid guard in nfl,eagles brandon brooks agree year million contract extension making highest paid guard nfl,-63.2,48,16,3.0
9149,browns notebook freddie kitchens says goal line package doesn include kareem hunt nick chubb tandem yet,browns notebook freddie kitchens says goal line package include kareem hunt nick chubb tandem yet,-63.2,48,16,3.0
11678, th century female ruler deserves better biopic than the warrior queen of jhansi movie review,th century female ruler deserves better biopic warrior queen of jhansi movie review,-63.2,48,16,3.0
12152,aides are counseling trump not to fire mulvaney as acting chief of staff changes course again,aides counseling trump fire mulvaney acting chief staff changes course,-63.2,48,16,3.0
12277,fau football senior tight end john raine receives extra year of eligibility will return in ,fau football senior tight end john raine receives extra year eligibility return,-63.2,48,16,3.0
12430,three who eulogized rep elijah cummings at funeral now running against each other for his seat,three eulogized rep elijah cummings funeral running seat,-63.2,48,16,3.0
12619,the student famous for reselling krispy kreme doughnuts has been gifted van for his doughnut deliveries,student famous reselling krispy kreme doughnuts gifted van doughnut deliveries,-63.2,48,16,3.0
13558,that so cincinnati why s sen sherrod brown keeps rejecting requests to join democratic presidential field,cincinnati why sen sherrod brown keeps rejecting requests join democratic presidential field,-63.2,48,16,3.0
14250, jeopardy contestant dhruv gaur shares how he still supporting alex trebek after emotional viral moment,jeopardy contestant dhruv gaur shares still supporting alex trebek emotional viral moment,-63.2,48,16,3.0
14325, dead after deputy involved shooting at east los angeles high school authorities say watch live,dead deputy involved shooting east los angeles high school authorities say watch live,-63.2,48,16,3.0
14369,video shows boeing plane carrying people burst into flames just after landing at an egyptian airport,video shows boeing plane carrying people burst flames landing egyptian airport,-63.2,48,16,3.0
14513,ambassador cellphone call to trump from kyiv restaurant was stunning breach of security former officials say,ambassador cellphone call trump kyiv restaurant stunning breach security former officials say,-63.2,48,16,3.0
16351,why aren wages rising faster even with low unemployment trade war weaker economy are among reasons,why wages rising faster even low unemployment trade war weaker economy are among reasons,-63.2,48,16,3.0
16985,could the ravens beat the patriots in postseason rematch those and other burning questions answered ,could ravens beat patriots postseason rematch burning questions answered,-63.2,48,16,3.0
17514,trump washington hotel has fallen behind competitors with rooms running nearly half empty marketing materials show,trump washington hotel fallen behind competitors rooms running nearly half empty marketing materials show,-63.2,48,16,3.0
17878,despite efforts to save it ice cold auto repair iconic speedometer sign will be thrown away,despite efforts save ice cold auto repair iconic speedometer sign thrown away,-63.2,48,16,3.0
19121,woman arrested charged with counts of felony neglect child abuse after toddler dies another child injured,woman arrested charged counts felony neglect child abuse toddler dies another child injured,-63.2,48,16,3.0
20011,sidney crosby injury update pittsburgh penguins star out six weeks after undergoing muscle injury repair ,sidney crosby injury update pittsburgh penguins star six weeks undergoing muscle injury repair,-63.2,48,16,3.0
20462,aurora central high gets one more year to show progress before state weighs more drastic action,aurora central high gets one year show progress state weighs more drastic action,-63.2,48,16,3.0
21211,top phoenix news body found floating in pond restaurant fires employee who used racial slur more,top phoenix news body found floating pond restaurant fires employee used racial slur,-63.2,48,16,3.0
21580,amazon web services will protest the decision to award the billion jedi cloud contract to microsoft,amazon web services protest decision award billion jedi cloud contract microsoft,-63.2,48,16,3.0
21633,wh rough transcript of first ukraine call contains no mention of corruption despite previous wh claims,wh rough transcript of first ukraine call contains no mention corruption despite previous wh claims,-63.2,48,16,3.0
4780, things we learned about big ten football after week including elite coaching at minnesota and day to remember for lovie smith plus our updated power rankings ,things we learned big ten football week including elite coaching minnesota day remember lovie smith plus updated power rankings,-63.3,80,28,2.857142857142857
2101,texas death row inmate rodney reed the outcry from people seeking to stop rodney reed execution is growing the support has bolstered him his attorney says,texas death row inmate rodney reed outcry people seeking stop rodney reed execution growing support bolstered him attorney says,-63.59,75,26,2.8846153846153846
3563,inside the creepy abandoned villages deep in the new jersey pine barrens that were once bustling towns and are now home to something much more mysterious,inside creepy abandoned villages deep new jersey pine barrens that bustling towns home something much mysterious,-63.59,75,26,2.8846153846153846
623,republican who sparked trump criticism of elijah cummings and baltimore announces run for his seat in congress,republican sparked trump criticism elijah cummings baltimore announces run seat congress,-64.22,51,17,3.0
2705,republican who sparked trump criticism of elijah cummings and baltimore announces run for his seat in congress,republican sparked trump criticism elijah cummings baltimore announces run seat congress,-64.22,51,17,3.0
4250,teenage girl charged with murder after police say she tied down and killed an animal rescue advocate,teenage girl charged murder police say tied killed animal rescue advocate,-64.22,51,17,3.0
7005,locked on suns tuesday how the suns rotation shortened and could continue to change throughout the year,locked on suns tuesday suns rotation shortened could continue change throughout year,-64.22,51,17,3.0
7047,sunny side up would you tell your babysitter about surveillance cameras you have in your home ,sunny side would you tell babysitter surveillance cameras your home,-64.22,51,17,3.0
11369,amid defeats and defections maryland football coach mike locksley stays on point with his message to recruits,amid defeats defections maryland football coach mike locksley stays on point with message recruits,-64.22,51,17,3.0
11501,lebanon county couple scammed out of after they were told they won millions from nevada lottery sweepstakes,lebanon county couple scammed out of after they told millions from nevada lottery sweepstakes,-64.22,51,17,3.0
12415,a teen received response to message in bottle he wrote years ago after it traveled over miles,teen received response message bottle wrote years ago traveled miles,-64.22,51,17,3.0
14081,gov hogan says maya rockeymoore cummings dog whistle white nationalist comment about him not worth response ,gov hogan says maya rockeymoore cummings dog whistle white nationalist comment worth response,-64.22,51,17,3.0
15841,ex titusville high wrestler muhammed dereese aims at million in pro fighters league mma in las vegas,ex titusville high wrestler muhammed dereese aims million pro fighters league mma las vegas,-64.22,51,17,3.0
16459,a photographer takes incredible close up photos of water droplets that look like miniature works of art,photographer takes incredible close photos water droplets look like miniature works art,-64.22,51,17,3.0
17738,penn state indiana game predictions lions have the firepower and homefield edge to get back on track,penn state indiana game predictions lions firepower homefield edge get back on track,-64.22,51,17,3.0
17908,cows swept away by floodwaters during hurricane dorian were found alive four miles away on an island,cows swept away by floodwaters hurricane dorian found alive four miles away island,-64.22,51,17,3.0
19678,tales from the side hustle generation meet the connecticut millennials working multiple jobs to pay the bills,tales side hustle generation meet connecticut millennials working multiple jobs pay bills,-64.22,51,17,3.0
