text,flesch,words,syllables,label
 have you gone mad ron bellowed ,-38.95,6,17,0
 are you witch or not oh right said hermione and she whipped out her wand waved it muttered something and sent jet of the same bluebell flames she had used on snape at the plant ,-46.11,20,55,0
in matter of seconds the two boys felt it loosening its grip as it cringed away from the light and warmth ,-17.07,15,37,0
wriggling and flailing it unraveled itself from their bodies and they were able to pull free ,-74.03,10,32,0
 lucky you pay attention in herbology hermione said harry as he joined her by the wall wiping sweat off his face ,-41.73,18,49,0
 yeah said ron and lucky harry doesn lose his head in crisis there no wood honestly this way said harry pointing down stone passageway which was the only way forward ,-52.17,21,59,0
all they could hear apart from their footsteps was the gentle drip of water trickling down the walls ,-30.94,12,32,0
the passageway sloped downward and harry was reminded of gringotts ,-81.25,6,20,0
with an unpleasant jolt of the heart he remembered the dragons said to be guarding vaults in the wizards bank ,-73.51,11,35,0
if they met dragon fully grown dragon norbert had been bad enough can you hear something ron whispered ,-40.64,13,36,0
harry listened ,-48.99,2,6,0
a soft rustling and clinking seemed to be coming from up ahead ,-54.07,7,21,0
 do you think it a ghost don know sounds like wings to me there light ahead can see something moving they reached the end of the passageway and saw before them brilliantly lit chamber its ceiling arching high above them ,-52.44,27,74,0
it was full of small jewel bright birds fluttering and tumbling all around the room ,-31.73,10,27,0
on the opposite side of the chamber was heavy wooden door ,-65.66,8,25,0
 do you think they ll attack us if we cross the room said ron ,0.3,9,21,0
 probably said harry ,-21.81,3,8,0
 they don look very vicious but suppose if they all swooped down at once ,-46.7,9,26,0
 well there no other choice ll run he took deep breath covered his face with his arms and sprinted across the room ,-34.36,17,45,0
he expected to feel sharp beaks and claws tearing at him any second but nothing happened ,-45.04,12,34,0
he reached the door untouched ,-68.96,5,16,0
he pulled the handle but it was locked ,-10.75,6,15,0
the other two followed him ,-21.81,3,8,0
they tugged and heaved at the door but it wouldn budge not even when hermione tried her alohomora charm ,-81.2,11,36,0
 now what said ron ,6.39,3,7,0
 these birds they can be here just for decoration said hermione ,-81.25,6,20,0
they watched the birds soaring overhead glittering glittering ,-109.45,6,22,0
 they re not birds harry said suddenly ,-1.28,5,12,0
 they re keys winged keys look carefully ,-35.12,5,14,0
so that must mean he looked around the chamber while the other two squinted up at the flock of keys ,-46.7,9,26,0
 yes look ,-6.69,2,5,0
broomsticks ,-132.58,1,4,0
we ve got to catch the key to the door but there are hundreds of them ron examined the lock on the door ,-27.62,13,34,0
 we re looking for big old fashioned one probably silver like the handle they each seized broomstick and kicked off into the air soaring into the midst of the cloud of keys ,-64.25,21,62,0
they grabbed and snatched but the bewitched keys darted and dived so quickly it was almost impossible to catch one ,-53.65,13,38,0
not for nothing though was harry the youngest seeker in century ,-67.15,6,19,0
he had knack for spotting things other people didn ,-18.2,5,13,0
after minute weaving about through the whirl of rainbow feathers he noticed large silver key that had bent wing as if it had already been caught and stuffed roughly into the keyhole ,-75.16,19,59,0
 that one he called to the others ,-29.87,4,11,0
 that big one there no there with bright blue wings the feathers are all crumpled on one side ron went speeding in the direction that harry was pointing crashed into the ceiling and nearly fell off his broom ,-55.42,25,70,0
 we ve got to close in on it harry called not taking his eyes off the key with the damaged wing ,-14.61,13,32,0
 ron you come at it from above hermione stay below and stop it from going down and ll try and catch it ,-11.98,11,27,0
right now ron dived hermione rocketed upward the key dodged them both and harry streaked after it it sped toward the wall harry leaned forward and with nasty crunching noise pinned it against the stone with one hand ,-55.42,25,70,0
ron and hermione cheers echoed around the high chamber ,-78.24,7,23,0
they landed quickly and harry ran to the door the key struggling in his hand ,-4.29,11,26,0
he rammed it into the lock and turned it worked ,-29.87,4,11,0
the moment the lock had clicked open the key took flight again looking very battered now that it had been caught twice ,-43.05,14,39,0
 ready harry asked the other two his hand on the door handle ,-17.81,7,18,0
they nodded ,-47.98,1,3,0
he pulled the door open ,-29.87,4,11,0
the next chamber was so dark they couldn see anything at all ,-12.78,8,20,0
but as they stepped into it light suddenly flooded the room to reveal an astonishing sight ,-45.04,12,34,0
they were standing on the edge of huge chessboard behind the black chessmen which were all taller than they were and carved from what looked like black stone ,-46.43,18,50,0
facing them way across the chamber were the white pieces ,-53.05,6,18,0
harry ron and hermione shivered slightly the towering white chessmen had no faces ,-57.11,10,30,0
 now what do we do harry whispered ,-21.81,3,8,0
 it obvious isn it said ron ,-35.12,5,14,0
 we ve got to play our way across the room behind the white pieces they could see another door ,-43.05,14,39,0
 how said hermione nervously ,-134.61,3,12,0
 think said ron we re going to have to be chessmen he walked up to black knight and put his hand out to touch the knights horse ,-8.84,18,42,0
at once the stone sprang to life ,-8.72,4,10,0
the horse pawed the ground and the knight turned his helmeted head to look down at ron ,-27.62,13,34,0
 do we er have to join you to get across the black knight nodded ,-6.35,10,24,0
ron turned to the other two ,15.64,5,11,0
 this needs thinking about ,-48.99,2,6,0
 he said ,-47.98,1,3,0
 suppose we ve got to take the place of three of the black pieces ,-44.51,8,23,0
harry and hermione stayed quiet watching ron think ,-54.07,7,21,0
finally he said now don be offended or anything but neither of you are that good at chess we re not offended said harry quickly ,-59.14,12,36,0
 just tell us what to do well harry you take the place of that bishop and hermione you go there instead of that castle what about you m going to be knight said ron ,-29.19,20,51,0
the chessmen seemed to have been listening because at these words knight bishop and castle turned their backs on the white pieces and walked off the board leaving three empty squares that harry ron and hermione took ,-63.59,26,75,0
 white always plays first in chess said ron peering across the board ,-27.37,11,29,0
 yes look white pawn had moved forward two squares ,-33.93,8,22,0
ron started to direct the black pieces ,-24.85,6,16,0
they moved silently wherever he sent them ,-35.12,5,14,0
harry knees were trembling ,-21.81,3,8,0
what if they lost ,36.62,1,2,0
 harry move diagonally four squares to the right their first real shock came when their other knight was taken ,-37.0,14,38,0
the white queen smashed him to the floor and dragged him off the board where he lay quite still facedown ,-52.09,12,35,0
 had to let that happen said ron looking shaken ,-29.9,7,19,0
 leaves you free to take that bishop hermione go on every time one of their men was lost the white pieces showed no mercy ,-57.92,16,47,0
soon there was huddle of limp black players slumped along the wall ,-27.9,9,24,0
twice ron only just noticed in time that harry and hermione were in danger ,-66.16,7,22,0
he himself darted around the board taking almost as many white pieces as they had lost black ones ,-40.64,13,36,0
 we re nearly there he muttered suddenly ,-51.02,4,12,0
 let me think let me think the white queen turned her blank face toward him ,-19.68,11,28,0
 yes said ron softly it the only way ve got to be taken no harry and hermione shouted ,-23.9,12,31,0
 that chess snapped ron ,6.39,3,7,0
 you ve got to make some sacrifices ,-51.02,4,12,0
i make my move and she ll take me that leaves you free to checkmate the king harry but do you want to stop snape or not ron look if you don hurry up hell already have the stone there was no alternative ,-50.34,20,56,0
 ready ron called his face pale but determined ,-67.15,6,19,0
 here go now don hang around once you ve won he stepped forward and the white queen pounced ,-48.65,10,29,0
she struck ron hard across the head with her stone arm and he crashed to the floor hermione screamed but stayed on her square the white queen dragged ron to one side ,-63.03,20,59,0
he looked as if he been knocked out ,-91.29,2,7,0
shaking harry moved three spaces to the left ,-24.85,6,16,0
the white king took off his crown and threw it at harry feet ,-2.21,8,19,0
they had won ,36.62,1,2,0
the chessmen parted and bowed leaving the door ahead clear ,-65.66,8,25,0
with one last desperate look back at ron harry and hermione charged through the door and up the next passageway ,-66.2,12,37,0
 what if he he ll be all right said harry trying to convince himself ,0.3,9,21,0
 what do you reckon next we ve had sprout that was the devil snare flitwick must ve put charms on the keys mcgonagall transfigured the chessmen to make them alive that leaves quirrell spell and snape they had reached another door ,-70.1,26,77,0
 all right harry whispered ,-21.81,3,8,0
 go on harry pushed it open ,-8.72,4,10,0
a disgusting smell filled their nostrils making both of them pull their robes up over their noses ,-30.94,12,32,0
eyes watering they saw flat on the floor in front of them troll even larger than the one they had tackled out cold with bloody lump on its head ,-26.18,19,48,0
 m glad we didn have to fight that one harry whispered as they stepped carefully over one of its massive legs ,-24.92,14,36,0
 come on can breathe he pulled open the next door both of them hardly daring to look at what came next but there was nothing very frightening in here just table with seven differently shaped bottles standing on it in line ,-51.21,28,76,0
 snape said harry ,-21.81,3,8,0
 what do we have to do they stepped over the threshold and immediately fire sprang up behind them in the doorway ,-76.23,8,26,0
it wasn ordinary fire either it was purple ,-53.05,6,18,0
at the same instant black flames shot up in the doorway leading onward ,-46.7,9,26,0
they were trapped ,-48.99,2,6,0
 look hermione seized roll of paper lying next to the bottles ,-55.08,8,24,0
harry looked over her shoulder to read it danger lies before you while safety lies behind two of us will help you whichever you would find one among us seven will let you move ahead another will transport the drinker back instead two among our number hold only nettle wine three of us are killers waiting hidden in line ,-77.51,42,120,0
choose unless you wish to stay here forevermore to help you in your choice we give you these clues four first however slyly the poison tries to hide you will always find some on nettle wine left side second different are those who stand at either end but if you would move onward neither is your friend third as you see clearly all are different size neither dwarf nor giant holds death in their insides fourth the second left and the second on the right are twins once you taste them though different at first sight hermione let out great sigh and harry amazed saw that she was smiling the very last thing he felt like doing ,-111.24,80,224,0
 brilliant said hermione ,-134.61,3,12,0
 this isn magic it logic puzzle ,-18.2,5,13,0
a lot of the greatest wizards haven got an ounce of logic they be stuck in here forever but so will we won we of course not said hermione ,-57.92,16,47,0
 everything we need is here on this paper ,-24.85,6,16,0
seven bottles three are poison two are wine one will get us safely through the black fire and one will get us back through the purple but how do we know which to drink give me minute hermione read the paper several times ,-58.29,32,88,0
then she walked up and down the line of bottles muttering to herself and pointing at them ,-40.19,10,28,0
at last she clapped her hands ,6.39,3,7,0
 got it she said ,-6.69,2,5,0
 the smallest bottle will get us through the black fire toward the stone harry looked at the tiny bottle ,-30.96,14,37,0
 there only enough there for one of us he said ,-38.95,6,17,0
 that hardly one swallow they looked at each other ,-51.02,4,12,0
 which one will get you back through the purple flames hermione pointed at rounded bottle at the right end of the line ,-53.65,13,38,0
 you drink that said harry ,12.43,4,9,0
 no listen get back and get ron ,15.64,5,11,0
grab brooms from the flying key room they ll get you out of the trapdoor and past fluffy go straight to the owlery and send hedwig to dumbledore we need him ,-37.03,18,48,0
i might be able to hold snape off for while but m no match for him really but harry what if you know who with him well was lucky once wasn i said harry pointing at his scar ,-7.78,23,52,0
 might get lucky again hermione lip trembled and she suddenly dashed at harry and threw her arms around him ,-27.62,13,34,0
 hermionel harry you re great wizard you know m not as good as you said harry very embarrassed as she let go of him ,-39.63,15,41,0
 me said hermione ,-133.59,2,8,0
 books ,-47.98,1,3,0
and cleverness ,-132.58,1,4,0
there are more important things friendship and bravery and oh harry be carefull you drink first said harry ,-37.0,14,38,0
 you are sure which is which aren you positive said hermione ,-119.72,5,19,0
she took long drink from the round bottle at the end and shuddered ,-23.36,8,21,0
 it not poison said harry anxiously ,-93.32,4,14,0
 no but it like ice quick go before it wears off good luck take care go hermione turned and walked straight through the purple fire ,-60.53,18,53,0
harry took deep breath and picked up the smallest bottle ,-41.98,7,20,0
he turned to face the black flames ,-29.87,4,11,0
 here come he said and he drained the little bottle in one gulp ,-54.07,7,21,0
it was indeed as though ice was flooding his body ,-41.98,7,20,0
he put the bottle down and walked forward he braced himself saw the black flames licking his body but couldn feel them for moment he could see nothing but dark fire then he was on the other side in the last chamber ,-37.56,26,67,0
there was already someone there but it wasn snape ,-93.32,4,14,0
it wasn even voldemort ,-50.01,3,9,0
the man with two faces it was quirrell ,-18.2,5,13,0
 you gasped harry ,-21.81,3,8,0
quirrell smiled ,-91.29,2,7,0
his face wasn twitching at all ,-48.99,2,6,0
 me he said calmly ,-6.69,2,5,0
 wondered whether d be meeting you here potter but thought snape severus quirrell laughed and it wasn his usual quivering treble either but cold and sharp ,-89.1,17,56,0
 yes severus does seem the type doesn he ,-24.85,6,16,0
so useful to have him swooping around like an overgrown bat ,-78.24,7,23,0
next to him who would suspect p poor st stuttering professor quirrell harry couldn take it in ,-27.62,13,34,0
this couldn be true it couldn ,-8.72,4,10,0
 but snape tried to kill me no no no ,-8.72,4,10,0
 tried to kill you ,6.39,3,7,0
your friend miss granger accidentally knocked me over as she rushed to set fire to snape at that quidditch match ,-53.65,13,38,0
she broke my eye contact with you ,-50.01,3,9,0
another few seconds and d have got you off that broom ,-38.95,6,17,0
i have managed it before then if snape hadn been muttering countercurse trying to save you snape was trying to save me of course said quirrell coolly ,-84.75,15,49,0
 why do you think he wanted to referee your next match ,-24.85,6,16,0
he was trying to make sure didn do it again ,-17.81,7,18,0
funny really he needn have bothered ,-35.12,5,14,0
i couldn do anything with dumbledore watching ,-72.17,4,13,0
all the other teachers thought snape was trying to stop gryffindor from winning he did make himself unpopular ,-65.5,9,28,0
 and what waste of time when after all that m going to kill you tonight quirrell snapped his fingers ,-55.08,8,24,0
ropes sprang out of thin air and wrapped themselves tightly around harry ,-23.36,8,21,0
 you re too nosy to live potter ,-18.2,5,13,0
scurrying around the school on halloween like that for all knew you seen me coming to look at what was guarding the stone you let the troll in certainly ,-52.89,19,54,0
i have special gift with trolls you must have seen what did to the one in the chamber back there ,-19.68,11,28,0
unfortunately while everyone else was running around looking for it snape who already suspected me went straight to the third floor to head me off and not only did my troll fail to beat you to death that three headed dog didn even manage to bite snape leg off properly ,-76.45,36,105,0
 now wait quietly potter ,-78.21,3,10,0
i need to examine this interesting mirror it was only then that harry realized what was standing behind quirrell ,-88.89,11,37,0
it was the mirror of erised ,-29.87,4,11,0
 this mirror is the key to finding the stone quirrell murmured tapping his way around the frame ,-58.13,11,33,0
 trust dumbledore to come up with something like this ,-85.88,5,17,0
 but he in london ll be far away by the time he gets back ,-2.21,8,19,0
 all harry could think of doing was to keep quirrell talking and stop him from concentrating on the mirror ,-57.11,10,30,0
 saw you and snape in the forest he blurted out ,-35.12,5,14,0
 yes said quirrell idly walking around the mirror to look at the back ,-35.06,11,30,0
 he was on to me by that time trying to find out how far d got ,18.44,7,15,0
he suspected me all along ,-50.01,3,9,0
tried to frighten me as though he could when had lord voldemort on my side ,-31.73,10,27,0
 quirrell came back out from behind the mirror and stared hungrily into it ,-40.19,10,28,0
 see the stone m presenting it to my master but where is it harry struggled against the ropes binding him but they didn give ,-22.71,15,38,0
he had to keep quirrell from giving his whole attention to the mirror ,-65.66,8,25,0
 but snape always seemed to hate me so much oh he does said quirrell casually heavens yes ,-60.16,13,39,0
he was at hogwarts with your father didn you know ,-8.72,4,10,0
they loathed each other ,-132.58,1,4,0
but he never wanted you dead but heard you few days ago sobbing thought snape was threatening you ,-58.13,11,33,0
for the first time spasm of fear flitted across quirrell face ,-44.51,8,23,0
 sometimes he said find it hard to follow my master instructions he is great wizard and am weak you mean he was there in the classroom with you harry gasped ,-68.49,16,49,0
 he is with me wherever go said quirrell quietly ,-85.88,5,17,0
 met him when traveled around the world ,-35.12,5,14,0
a foolish young man was then full of ridiculous ideas about good and evil ,-74.9,9,29,0
lord voldemort showed me how wrong was ,-29.87,4,11,0
there is no good and evil there is only power and those too weak to seek it ,-33.93,8,22,0
 ,121.22,1,1,0
since then have served him faithfully although have let him down many times ,-37.3,9,25,0
he has had to be very hard on me quirrell shivered suddenly ,-52.04,5,15,0
 he does not forgive mistakes easily ,-134.61,3,12,0
when failed to steal the stone from gringotts he was most displeased ,-66.16,7,22,0
he punished me ,-132.58,1,4,0
 decided he would have to keep closer watch on me ,-52.04,5,15,0
 quirrell voice trailed away ,-114.47,4,15,0
harry was remembering his trip to diagon alley how could he have been so stupid ,-66.16,7,22,0
he seen quirrell there that very day shaken hands with him in the leaky cauldron ,-27.37,11,29,0
quirrell cursed under his breath ,-78.21,3,10,0
 don understand is the stone inside the mirror ,-93.32,4,14,0
should break it harry mind was racing ,-8.72,4,10,0
what want more than anything else in the world at the moment he thought is to find the stone before quirrell does ,-18.88,14,35,0
so if look in the mirror should see my self finding it which means ll see where it hidden ,-21.11,13,33,0
but how can look without quirrell realizing what m up to ,-67.15,6,19,0
he tried to edge to the left to get in front of the glass without quirrell noticing but the ropes around his ankles were too tight he tripped and fell over ,-44.31,17,47,0
quirrell ignored him ,-133.59,2,8,0
he was still talking to himself ,-6.69,2,5,0
 what does this mirror do ,-47.98,1,3,0
how does it work ,-6.69,2,5,0
help me master and to harry horror voice answered and the voice seemed to come from quirrell himself ,-73.51,11,35,0
 use the boy use the boy quirrell rounded on harry ,-41.98,7,20,0
 yes potter come here he clapped his hands once and the ropes binding harry fell off ,-19.68,11,28,0
harry got slowly to his feet ,15.64,5,11,0
 come here quirrell repeated ,-134.61,3,12,0
 look in the mirror and tell me what you see harry walked toward him ,-18.5,9,23,0
i must lie he thought desperately ,-52.04,5,15,0
i must look and lie about what see that all ,-18.2,5,13,0
quirrell moved close behind him ,-72.17,4,13,0
harry breathed in the funny smell that seemed to come from quirrell turban ,-46.7,9,26,0
he closed his eyes stepped in front of the mirror and opened them again ,-33.93,8,22,0
he saw his reflection pale and scared looking at first ,-54.07,7,21,0
but moment later the reflection smiled at him ,-93.32,4,14,0
it put its hand into its pocket and pulled out blood red stone ,-19.68,11,28,0
it winked and put the stone back in its pocket and as it did so harry felt something heavy drop into his real pocket ,-22.94,18,45,0
somehow incredibly he gotten the stone ,-68.96,5,16,0
 well said quirrell impatiently ,-93.32,4,14,0
 what do you see harry screwed up his courage ,-52.04,5,15,0
 see myself shaking hands with dumbledore he invented ,-54.07,7,21,0
 i ve won the house cup for gryffindor quirrell cursed again ,-68.96,5,16,0
 get out of the way he said ,6.39,3,7,0
as harry moved aside he felt the sorcerer stone against his leg ,-33.93,8,22,0
dare he make break for it ,-29.87,4,11,0
but he hadn walked five paces before high voice spoke though quirrell wasn moving his lips ,-40.64,13,36,0
 he lies ,-6.69,2,5,0
he lies potter come back here quirrell shouted ,-67.15,6,19,0
 tell me the truth ,35.61,2,4,0
what did you just see the high voice spoke again ,-52.04,5,15,0
 let me speak to him face to face ,-29.87,4,11,0
 master you are not strong enough have strength enough for this ,-33.93,8,22,0
 harry felt as if devil snare was rooting him to the spot ,-9.1,9,22,0
he couldn move muscle ,-48.99,2,6,0
petrified he watched as quirrell reached up and began to unwrap his turban ,-102.41,7,25,0
what was going on ,-47.98,1,3,0
the turban fell away ,-21.81,3,8,0
quirrell head looked strangely small without it ,-81.25,6,20,0
then he turned slowly on the spot ,17.45,6,13,0
harry would have screamed but he couldn make sound ,-52.04,5,15,0
where there should have been back to quirrell head there was face the most terrible face harry had ever seen ,-52.09,12,35,0
it was chalk white with glaring red eyes and slits for nostrils like snake ,-23.27,10,26,0
 harry potter it whispered ,-29.87,4,11,0
harry tried to take step backward but his legs wouldn move ,-17.81,7,18,0
 see what have become the face said ,-52.04,5,15,0
 mere shadow and vapor ,-50.01,3,9,0
i have form only when can share another body ,-18.2,5,13,0
 but there have always been those willing to let me into their hearts and minds ,-11.98,11,27,0
 unicorn blood has strengthened me these past weeks ,-53.05,6,18,0
 you saw faithful quirrell drinking it for me in the forest and once have the elixir of life will be able to create body of my own ,-56.55,15,44,0
 now why don you give me that stone in your pocket so he knew ,-2.21,8,19,0
the feeling suddenly surged back into harry legs ,-24.85,6,16,0
he stumbled backward ,-48.99,2,6,0
 don be fool snarled the face ,-29.87,4,11,0
 better save your own life and join me or you ll meet the same end as your parents ,-19.68,11,28,0
 ,121.22,1,1,0
they died begging me for mercy ,-1.28,5,12,0
 liar harry shouted suddenly ,-51.02,4,12,0
quirrell was walking backward at him so that voldemort could still see him ,-55.08,8,24,0
the evil face was now smiling ,-29.87,4,11,0
 how touching it hissed ,-29.87,4,11,0
 always value bravery ,-78.21,3,10,0
 ,121.22,1,1,0
yes boy your parents were brave ,-8.72,4,10,0
 ,121.22,1,1,0
i killed your father first and he put up courageous fight ,-54.07,7,21,0
 but your mother needn have died she was trying to protect you ,-24.85,6,16,0
 now give me the stone unless you want her to have died in vain never harry sprang toward the flame door but voldemort screamed seize him and the next second harry felt quirrell hand close on his wrist ,-49.3,27,73,0
at once needle sharp pain seared across harry scar his head felt as though it was about to split in two he yelled struggling with all his might and to his surprise quirrell let go of him ,-39.6,24,63,0
the pain in his head lessened he looked around wildly to see where quirrell had gone and saw him hunched in pain looking at his fingers they were blistering before his eyes ,-74.63,18,56,0
 seize him ,-132.58,1,4,0
seize him shrieked voldemort again and quirrell lunged knocking harry clean off his feet landing on top of him both hands around harry neck harry scar was almost blinding him with pain yet he could see quirrell howling in agony ,-61.81,29,82,0
 master cannot hold him my hands my hands and quirrell though pinning harry to the ground with his knees let go of his neck and stared bewildered at his own palms harry could see they looked burned raw red and shiny ,-40.82,26,68,0
 then kill him fool and be done screeched voldemort ,-53.05,6,18,0
quirrell raised his hand to perform deadly curse but harry by instinct reached up and grabbed quirrell face aaaargh quirrell rolled off him his face blistering too and then harry knew quirrell couldn touch his bare skin not without suffering terrible pain his only chance was to keep hold of quirrell keep him in enough pain to stop him from doing curse ,-91.79,40,122,0
harry jumped to his feet caught quirrell by the arm and hung on as tight as he could ,-14.61,13,32,0
quirrell screamed and tried to throw harry off the pain in harry head was building he couldn see he could only hear quirrell terrible shrieks and voldemort yells of kill him ,-60.22,21,61,0
kill him and other voices maybe in harry own head crying harry ,-17.81,7,18,0
harry he felt quirrell arm wrenched from his grasp knew all was lost and fell into blackness down down down something gold was glinting just above him ,-14.46,17,41,0
the snitch ,36.62,1,2,0
he tried to catch it but his arms were too heavy ,3.34,6,14,0
he blinked ,-47.98,1,3,0
it wasn the snitch at all ,35.61,2,4,0
it was pair of glasses ,-48.99,2,6,0
how strange ,-6.69,2,5,0
he blinked again ,-47.98,1,3,0
the smiling face of albus dumbledore swam into view above him ,-67.15,6,19,0
 good afternoon harry said dumbledore ,-102.8,5,18,0
harry stared at him ,6.39,3,7,0
then he remembered sir ,-91.29,2,7,0
the stone ,-6.69,2,5,0
it was quirrell ,-132.58,1,4,0
he got the stone ,6.39,3,7,0
sir quick calm yourself dear boy you are little behind the times said dumbledore ,-50.44,11,32,0
 quirrell does not have the stone then who does ,-91.29,2,7,0
sir harry please relax or madam pomfrey will have me thrown out harry swallowed and looked around him ,-53.65,13,38,0
he realized he must be in the hospital wing ,-72.17,4,13,0
he was lying in bed with white linen sheets and next to him was table piled high with what looked like half the candy shop ,-18.24,18,44,0
 tokens from your friends and admirers said dumbledore beaming ,-109.45,6,22,0
 what happened down in the dungeons between you and professor quirrell is complete secret so naturally the whole school knows ,-73.18,13,41,0
i believe your friends misters fred and george weasley were responsible for trying to send you toilet seat ,-87.34,12,40,0
no doubt they thought it would amuse you ,-53.05,6,18,0
madam pomfrey however felt it might not be very hygienic and confiscated it how long have been in here three days ,-58.13,11,33,0
mr ronald weasley and miss granger will be most relieved you have come round they have been extremely worried but sir the stone see you are not to be distracted ,-63.2,16,48,0
very well the stone ,-6.69,2,5,0
professor quirrell did not manage to take it from you ,-85.88,5,17,0
i arrived in time to prevent that although you were doing very well on your own must say you got there ,-27.37,11,29,0
you got hermione owl we must have crossed in midair ,-54.07,7,21,0
no sooner had reached london than it became clear to me that the place should be was the one had just left ,-33.99,15,40,0
i arrived just in time to pull quirrell off you it was you feared might be too late you nearly were couldn have kept him off the stone much longer not the stone boy you the effort involved nearly killed you ,-57.76,22,63,0
for one terrible moment there was afraid it had ,-93.32,4,14,0
as for the stone it has been destroyed destroyed said harry blankly ,-33.93,8,22,0
 but your friend nicolas flamel oh you know about nicolas said dumbledore sounding quite delighted ,-94.39,12,41,0
 you did do the thing properly didn you ,12.43,4,9,0
well nicolas and have had little chat and agreed it all for the best but that means he and his wife will die won they they have enough elixir stored to set their affairs in order and then yes they will die dumbledore smiled at the look of amazement on harry face ,-65.08,33,93,0
 to one as young as you m sure it seems incredible but to nicolas and perenelle it really is like going to bed after very very long day ,-62.19,15,45,0
after all to the well organized mind death is but the next great adventure ,-46.7,9,26,0
you know the stone was really not such wonderful thing ,-24.85,6,16,0
as much money and life as you could want ,-18.2,5,13,0
the two things most human beings would choose above all the trouble is humans do have knack of choosing precisely those things that are worst for them harry lay there lost for words ,-44.56,23,62,0
dumbledore hummed little and smiled at the ceiling ,-102.8,5,18,0
 sir said harry ,6.39,3,7,0
 ve been thinking sir even if the stone gone vol mean you know who call him voldemort harry ,-26.19,16,41,0
always use the proper name for things ,-24.85,6,16,0
fear of name increases fear of the thing itself yes sir ,-33.93,8,22,0
well voldemort going to try other ways of coming back isn he ,0.3,9,21,0
i mean he hasn gone has he no harry he has not ,3.34,6,14,0
he is still out there somewhere perhaps looking for another body to share not being truly alive he cannot be killed ,-60.16,13,39,0
he left quirrell to die he shows just as little mercy to his followers as his enemies ,-48.65,10,29,0
nevertheless harry while you may only have delayed his return to power it will merely take someone else who is prepared to fight what seems losing battle next time and if he is delayed again and again why he may never return to power harry nodded but stopped quickly because it made his head hurt ,-70.21,33,95,0
then he said sir there are some other things d like to know if you can tell me things want to know the truth about ,-1.59,13,30,0
 the truth dumbledore sighed ,-78.21,3,10,0
 it is beautiful and terrible thing and should therefore be treated with great caution ,-150.76,7,29,0
however shall answer your questions unless have very good reason not to in which case beg you forgive me ,-73.24,12,38,0
i shall not of course lie well voldemort said that he only killed my mother because she tried to stop him from killing me ,-37.0,14,38,0
but why would he want to kill me in the first place dumbledore sighed very deeply this time ,-46.7,9,26,0
 alas the first thing you ask me cannot tell you ,15.64,5,11,0
not today ,-47.98,1,3,0
not now ,36.62,1,2,0
you will know one day put it from your mind for now harry ,17.45,6,13,0
when you are older ,-50.01,3,9,0
 ,121.22,1,1,0
i know you hate to hear this ,-10.75,6,15,0
 when you are ready you will know and harry knew it would be no good to argue ,-27.37,11,29,0
 but why couldn quirrell touch me your mother died to save you ,-29.9,7,19,0
if there is one thing voldemort cannot understand it is love ,-33.93,8,22,0
he didn realize that love as powerful as your mother for you leaves its own mark ,-78.24,7,23,0
not scar no visible sign to have been loved so deeply even though the person who loved us is gone will give us some protection forever ,-57.92,16,47,0
it is in your very skin ,35.61,2,4,0
quirrell full of hatred greed and ambition sharing his soul with voldemort could not touch you for this reason ,-73.18,13,41,0
it was agony to touch person marked by something so good dumbledore now became very interested in bird out on the windowsill which gave harry time to dry his eyes on the sheet ,-67.26,20,60,0
when he had found his voice again harry said and the invisibility cloak do you know who sent it to me ah your father happened to leave it in my possession and thought you might like it dumbledore eyes twinkled ,-72.34,25,75,0
 useful things your father used it mainly for sneaking off to the kitchens to steal food when he was here and there something else fire away quirrell said snape professor snape harry yes him quirrell said he hates me because he hated my father ,-68.87,32,92,0
is that true well they did rather detest each other ,-18.2,5,13,0
not unlike yourself and mr malfoy ,-21.81,3,8,0
and then your father did something snape could never forgive what he saved his life what yes said dumbledore dreamily ,-64.22,17,51,0
 funny the way people minds work isn it ,6.36,7,16,0
professor snape couldn bear being in your father debt ,-53.05,6,18,0
 ,121.22,1,1,0
i do believe he worked so hard to protect you this year because he felt that would make him and your father even ,-66.67,13,40,0
then he could go back to hating your father memory in peace ,-41.98,7,20,0
 harry tried to understand this but it made his head pound so he stopped ,-37.3,9,25,0
 and sir there one more thing just the one how did get the stone out of the mirror ah now m glad you asked me that ,-6.79,14,33,0
it was one of my more brilliant ideas and between you and me that saying something ,-102.41,7,25,0
you see only one who wanted to find the stone find it but not use it would be able to get it otherwise they just see themselves making gold or drinking elixir of life ,-48.14,21,58,0
my brain surprises even me sometimes ,-114.47,4,15,0
 now enough questions ,-175.89,2,9,0
i suggest you make start on these sweets ,-29.9,7,19,0
ah ,36.62,1,2,0
bertie bott every flavor beans ,-52.04,5,15,0
i was unfortunate enough in my youth to come across vomit flavored one and since then m afraid ve rather lost my liking for them but think ll be safe with nice toffee don you he smiled and popped the golden brown bean into his mouth ,-61.81,29,82,0
then he choked and said alas ,-29.87,4,11,0
ear wax madam pomfrey the nurse was nice woman but very strict ,-23.27,10,26,0
 just five minutes harry pleaded ,-72.17,4,13,0
 absolutely not you let professor dumbledore in ,-135.62,4,16,0
 well of course that was the headmaster quite different ,-119.72,5,19,0
you need rest am resting look lying down and everything ,-29.9,7,19,0
oh go on madam pomfrey oh very well she said ,-5.73,7,17,0
 but five minutes only and she let ron and hermione in ,-41.98,7,20,0
